time,Q,s,T
2009-07-21,-2.406932,0.0,0.0
2009-07-22,-2.321981,0.0,0.0
2009-07-23,-2.293665,0.0,0.0
2009-07-24,-2.576833,0.0,0.0
2009-07-25,-2.406932,0.0,0.0
2009-07-26,-2.548516,0.0,0.0
2009-07-27,-2.576833,0.0,0.0
2009-07-28,-1.953862,0.0,0.0
2009-07-29,-2.378615,0.0,0.0
2009-07-30,-2.237031,0.0,0.0
2009-07-31,-2.661784,0.0,0.0
2009-08-01,-2.463566,0.0,0.0
2009-08-02,-2.435249,0.0,0.0
2009-08-03,-2.293665,0.0,0.0
2009-08-04,-2.350298,0.0,0.0
2009-08-05,-2.435249,0.0,0.0
2009-08-06,-2.463566,0.0,0.0
2009-08-07,-2.60515,0.0,0.0
2009-08-08,-2.463566,0.0,0.0
2009-08-09,-2.463566,0.0,0.0
2009-08-10,-2.435249,0.0,0.0
2009-08-11,-2.378615,0.0,0.0
2009-08-12,-2.406932,0.0,0.0
2009-08-13,-2.803368,0.0,0.0
2009-08-14,-2.60515,0.0,0.0
2009-08-15,-2.378615,0.0,0.0
2009-08-16,-2.237031,0.0,0.0
2009-08-17,-2.208714,0.0,0.0
2009-08-18,-2.010496,0.0,0.0
2009-08-19,-2.237031,0.0,0.0
2009-08-20,-2.180397,0.0,0.0
2009-08-21,-2.406932,0.0,0.0
2009-08-22,-2.293665,0.0,0.0
2009-08-23,-2.321981,0.0,0.0
2009-08-24,-2.237031,0.0,0.0
2009-08-25,-2.293665,0.0,0.0
2009-08-26,-2.208714,0.0,0.0
2009-08-27,-2.463566,0.0,0.0
2009-08-28,-2.435249,0.0,0.0
2009-08-29,-2.321981,0.0,0.0
2009-08-30,-2.293665,0.0,0.0
2009-08-31,-2.321981,0.0,0.0
2009-09-01,-2.321981,0.0,0.0
2009-09-02,-2.237031,0.0,0.0
2009-09-03,-2.378615,0.0,0.0
2009-09-04,-2.576833,0.0,0.0
2009-09-05,-2.350298,0.0,0.0
2009-09-06,-2.237031,0.0,0.0
2009-09-07,-2.038813,0.0,0.0
2009-09-08,-1.982179,0.0,0.0
2009-09-09,-2.180397,0.0,0.0
2009-09-10,-2.6901,0.0,0.0
2009-09-11,-2.718417,0.0,0.0
2009-09-12,-1.699011,0.0,0.0
2009-09-13,-1.699011,0.0,0.0
2009-09-14,-2.038813,0.0,0.0
2009-09-15,-1.755644,0.0,0.0
2009-09-16,-1.302575,0.0,0.0
2009-09-17,-1.982179,0.0,0.0
2009-09-18,-2.123763,0.0,0.0
2009-09-19,-2.406932,0.0,0.0
2009-09-20,-2.180397,0.0,0.0
2009-09-21,-1.699011,0.0,0.0
2009-09-22,-1.359209,0.0,0.0
2009-09-23,-1.670694,0.0,0.0
2009-09-24,-1.52911,0.0,0.0
2009-09-25,-2.548516,0.0,0.0
2009-09-26,-2.237031,0.0,0.0
2009-09-27,-2.095447,0.0,0.0
2009-09-28,-1.982179,0.0,0.0
2009-09-29,-2.010496,0.0,0.0
2009-09-30,-2.350298,0.0,0.0
2009-10-01,-2.321981,0.0,0.0
2009-10-02,-2.15208,0.0,0.0
2009-10-03,-2.321981,0.0,0.0
2009-10-04,-2.435249,0.0,0.0
2009-10-05,-2.123763,0.0,0.0
2009-10-06,-2.265348,0.0,0.0
2009-10-07,-2.265348,0.0,0.0
2009-10-08,-1.925546,0.0,0.0
2009-10-09,-2.378615,0.0,0.0
2009-10-10,-2.123763,0.0,0.0
2009-10-11,-2.180397,0.0,0.0
2009-10-12,-2.038813,0.0,0.0
2009-10-13,-2.06713,0.0,0.0
2009-10-14,-1.642377,0.0,0.0
2009-10-15,-0.7928717,0.0,0.0
2009-10-16,-0.6796043,0.0,0.0
2009-10-17,-0.8495054,0.0,0.0
2009-10-18,-1.104357,0.0,0.0
2009-10-19,-0.9061391,0.0,0.0
2009-10-20,-0.9344559,0.0,0.0
2009-10-21,-1.415842,0.0,0.0
2009-10-22,-1.755644,0.0,0.0
2009-10-23,-1.755644,0.0,0.0
2009-10-24,-1.897229,0.0,0.0
2009-10-25,-1.755644,0.0,0.0
2009-10-26,-1.953862,0.0,0.0
2009-10-27,-2.123763,0.0,0.0
2009-10-28,-1.840595,0.0,0.0
2009-10-29,-1.783961,0.0,0.0
2009-10-30,-2.038813,0.0,0.0
2009-10-31,-2.208714,0.0,0.0
2009-11-01,-2.010496,0.0,0.0
2009-11-02,-2.293665,0.0,0.0
2009-11-03,-2.491883,0.0,0.0
2009-11-04,-2.406932,0.0,0.0
2009-11-05,-2.15208,0.0,0.0
2009-11-06,-2.095447,0.0,0.0
2009-11-07,-2.010496,0.0,0.0
2009-11-08,-1.755644,0.0,0.0
2009-11-09,-1.953862,0.0,0.0
2009-11-10,-2.180397,0.0,0.0
2009-11-11,-2.237031,0.0,0.0
2009-11-12,-2.293665,0.0,0.0
2009-11-13,-1.953862,0.0,0.0
2009-11-14,-1.982179,0.0,0.0
2009-11-15,-1.840595,0.0,0.0
2009-11-16,-1.670694,0.0,0.0
2009-11-17,-1.925546,0.0,0.0
2009-11-18,-2.123763,0.0,0.0
2009-11-19,-2.095447,0.0,0.0
2009-11-20,-2.010496,0.0,0.0
2009-11-21,-1.755644,0.0,0.0
2009-11-22,-1.670694,0.0,0.0
2009-11-23,-1.812278,0.0,0.0
2009-11-24,-1.897229,0.0,0.0
2009-11-25,-1.897229,0.0,0.0
2009-11-26,-2.123763,0.0,0.0
2009-11-27,-2.293665,0.0,0.0
2009-11-28,-2.237031,0.0,0.0
2009-11-29,-2.265348,0.0,0.0
2009-11-30,-2.06713,0.0,0.0
2009-12-01,-1.359209,0.0,0.0
2009-12-02,-1.359209,0.0,0.0
2009-12-03,-1.274258,0.0,0.0
2009-12-04,-1.132674,0.0,0.0
2009-12-05,-1.07604,0.0,0.0
2009-12-06,-1.07604,0.0,0.0
2009-12-07,-0.8778222,0.0,0.0
2009-12-08,-0.9061391,0.0,0.0
2009-12-09,-0.8495054,0.0,0.0
2009-12-10,-0.9627728,0.0,0.0
2009-12-11,-0.9061391,0.0,0.0
2009-12-12,-0.4813864,0.0,0.0
2009-12-13,-0.4247527,0.0,0.0
2009-12-14,-0.4813864,0.0,0.0
2009-12-15,-0.3964359,0.0,0.0
2009-12-16,-0.4247527,0.0,0.0
2009-12-17,-0.5380201,0.0,0.0
2009-12-18,-0.4247527,0.0,0.0
2009-12-19,-0.4530695,0.0,0.0
2009-12-20,-0.7079212,0.0,0.0
2009-12-21,-0.5380201,0.0,0.0
2009-12-22,-0.7079212,0.0,0.0
2009-12-23,-0.6229706,0.0,0.0
2009-12-24,-0.7079212,0.0,0.0
2009-12-25,-0.7079212,0.0,0.0
2009-12-26,-0.5663369,0.0,0.0
2009-12-27,-0.7079212,0.0,0.0
2009-12-28,-0.7079212,0.0,0.0
2009-12-29,-0.736238,0.0,0.0
2009-12-30,-0.4530695,0.0,0.0
2009-12-31,-0.5097032,0.0,0.0
2010-01-01,-0.3964359,0.0,0.0
2010-01-02,-0.4530695,0.0,0.0
2010-01-03,-0.4247527,0.0,0.0
2010-01-04,-0.368119,0.0,0.0
2010-01-05,-0.4813864,0.0,0.0
2010-01-06,-0.4247527,0.0,0.0
2010-01-07,-0.4813864,0.0,0.0
2010-01-08,-0.3964359,0.0,0.0
2010-01-09,-0.5380201,0.0,0.0
2010-01-10,-0.7928717,0.0,0.0
2010-01-11,-0.4813864,0.0,0.0
2010-01-12,-0.4530695,0.0,0.0
2010-01-13,-0.4247527,0.0,0.0
2010-01-14,-0.4247527,0.0,0.0
2010-01-15,-0.4813864,0.0,0.0
2010-01-16,-0.4247527,0.0,0.0
2010-01-17,-0.4530695,0.0,0.0
2010-01-18,-0.3964359,0.0,0.0
2010-01-19,-0.4530695,0.0,0.0
2010-01-20,-0.1699011,0.0,0.0
2010-01-21,-0.2831685,0.0,0.0
2010-01-22,-0.368119,0.0,0.0
2010-01-23,-0.4813864,0.0,0.0
2010-01-24,-0.3114853,0.0,0.0
2010-01-25,-0.3964359,0.0,0.0
2010-01-26,-0.5380201,0.0,0.0
2010-01-27,-0.3398022,0.0,0.0
2010-01-28,-0.3398022,0.0,0.0
2010-01-29,-0.5097032,0.0,0.0
2010-01-30,-0.4247527,0.0,0.0
2010-01-31,-0.4247527,0.0,0.0
2010-02-01,-0.3964359,0.0,0.0
2010-02-02,-0.4247527,0.0,0.0
2010-02-03,-0.5097032,0.0,0.0
2010-02-04,-0.3114853,0.0,0.0
2010-02-05,-0.3964359,0.0,0.0
2010-02-06,-0.736238,0.0,0.0
2010-02-07,-0.7079212,0.0,0.0
2010-02-08,-0.6229706,0.0,0.0
2010-02-09,-0.6512875,0.0,0.0
2010-02-10,-0.6512875,0.0,0.0
2010-02-11,-0.5380201,0.0,0.0
2010-02-12,-0.6796043,0.0,0.0
2010-02-13,-0.6229706,0.0,0.0
2010-02-14,-0.736238,0.0,0.0
2010-02-15,-0.5380201,0.0,0.0
2010-02-16,-0.5663369,0.0,0.0
2010-02-17,-0.6796043,0.0,0.0
2010-02-18,-0.6796043,0.0,0.0
2010-02-19,-0.7079212,0.0,0.0
2010-02-20,-0.6512875,0.0,0.0
2010-02-21,-0.5380201,0.0,0.0
2010-02-22,-0.6229706,0.0,0.0
2010-02-23,-0.5946538,0.0,0.0
2010-02-24,-0.6796043,0.0,0.0
2010-02-25,-0.6229706,0.0,0.0
2010-02-26,-0.6512875,0.0,0.0
2010-02-27,-0.5380201,0.0,0.0
2010-02-28,-0.7079212,0.0,0.0
2010-03-01,-0.5946538,0.0,0.0
2010-03-02,-0.6796043,0.0,0.0
2010-03-03,-0.6796043,0.0,0.0
2010-03-04,-0.5097032,0.0,0.0
2010-03-05,-0.7645549,0.0,0.0
2010-03-06,-0.5663369,0.0,0.0
2010-03-07,-0.6512875,0.0,0.0
2010-03-08,-0.5663369,0.0,0.0
2010-03-09,-0.5663369,0.0,0.0
2010-03-10,-0.5380201,0.0,0.0
2010-03-11,-0.4530695,0.0,0.0
2010-03-12,-0.5097032,0.0,0.0
2010-03-13,-0.4813864,0.0,0.0
2010-03-14,-0.05663369,0.0,0.0
2010-03-15,0.0,0.0,0.0
2010-03-16,0.0,0.0,0.0
2010-03-17,0.0,0.0,0.0
2010-03-18,0.0,0.0,0.0
2010-03-19,0.0,0.0,0.0
2010-03-20,0.0,0.0,0.0
2010-03-21,0.0,0.0,0.0
2010-03-22,0.0,0.0,0.0
2010-03-23,0.0,0.0,0.0
2010-03-24,0.0,0.0,0.0
2010-03-25,0.0,0.0,0.0
2010-03-26,0.0,0.0,0.0
2010-03-27,0.0,0.0,0.0
2010-03-28,0.0,0.0,0.0
2010-03-29,-0.2548516,0.0,0.0
2010-03-30,0.0,0.0,0.0
2010-03-31,0.0,0.0,0.0
2010-04-01,-0.2831685,0.0,0.0
2010-04-02,-0.2265348,0.0,0.0
2010-04-03,-0.2265348,0.0,0.0
2010-04-04,-0.2548516,0.0,0.0
2010-04-05,-0.3398022,0.0,0.0
2010-04-06,-0.3114853,0.0,0.0
2010-04-07,-0.3398022,0.0,0.0
2010-04-08,-0.5097032,0.0,0.0
2010-04-09,-0.7079212,0.0,0.0
2010-04-10,-0.6512875,0.0,0.0
2010-04-11,-0.6512875,0.0,0.0
2010-04-12,-0.6229706,0.0,0.0
2010-04-13,-0.7645549,0.0,0.0
2010-04-14,-0.6229706,0.0,0.0
2010-04-15,-0.736238,0.0,0.0
2010-04-16,-0.7645549,0.0,0.0
2010-04-17,-1.019406,0.0,0.0
2010-04-18,-1.104357,0.0,0.0
2010-04-19,-0.8778222,0.0,0.0
2010-04-20,-0.9910896,0.0,0.0
2010-04-21,-0.8778222,0.0,0.0
2010-04-22,-0.7645549,0.0,0.0
2010-04-23,-0.8211886,0.0,0.0
2010-04-24,-1.104357,0.0,0.0
2010-04-25,-0.9344559,0.0,0.0
2010-04-26,-0.9061391,0.0,0.0
2010-04-27,-0.8778222,0.0,0.0
2010-04-28,-0.8211886,0.0,0.0
2010-04-29,-0.6229706,0.0,0.0
2010-04-30,-1.217624,0.0,0.0
2010-05-01,-1.415842,0.0,0.0
2010-05-02,-1.585743,0.0,0.0
2010-05-03,-1.585743,0.0,0.0
2010-05-04,-1.670694,0.0,0.0
2010-05-05,-1.585743,0.0,0.0
2010-05-06,-1.783961,0.0,0.0
2010-05-07,-2.06713,0.0,0.0
2010-05-08,-2.265348,0.0,0.0
2010-05-09,-2.15208,0.0,0.0
2010-05-10,-1.868912,0.0,0.0
2010-05-11,-1.472476,0.0,0.0
2010-05-12,-0.9627728,0.0,0.0
2010-05-13,-1.812278,0.0,0.0
2010-05-14,-2.123763,0.0,0.0
2010-05-15,-2.491883,0.0,0.0
2010-05-16,-2.520199,0.0,0.0
2010-05-17,-2.661784,0.0,0.0
2010-05-18,-2.406932,0.0,0.0
2010-05-19,-2.180397,0.0,0.0
2010-05-20,-2.237031,0.0,0.0
2010-05-21,-2.378615,0.0,0.0
2010-05-22,-2.265348,0.0,0.0
2010-05-23,-2.350298,0.0,0.0
2010-05-24,-2.15208,0.0,0.0
2010-05-25,-1.953862,0.0,0.0
2010-05-26,-1.840595,0.0,0.0
2010-05-27,-2.06713,0.0,0.0
2010-05-28,-2.010496,0.0,0.0
2010-05-29,-2.06713,0.0,0.0
2010-05-30,-2.15208,0.0,0.0
2010-05-31,-2.293665,0.0,0.0
2010-06-01,-2.208714,0.0,0.0
2010-06-02,-2.265348,0.0,0.0
2010-06-03,-2.208714,0.0,0.0
2010-06-04,-2.520199,0.0,0.0
2010-06-05,-2.746734,0.0,0.0
2010-06-06,-2.718417,0.0,0.0
2010-06-07,-2.463566,0.0,0.0
2010-06-08,-2.661784,0.0,0.0
2010-06-09,-2.6901,0.0,0.0
2010-06-10,-2.746734,0.0,0.0
2010-06-11,-2.520199,0.0,0.0
2010-06-12,-2.888318,0.0,0.0
2010-06-13,-3.369705,0.0,0.0
2010-06-14,-3.482972,0.0,0.0
2010-06-15,-2.944952,0.0,0.0
2010-06-16,-3.029903,0.0,0.0
2010-06-17,-3.058219,0.0,0.0
2010-06-18,-2.973269,0.0,0.0
2010-06-19,-2.888318,0.0,0.0
2010-06-20,-2.944952,0.0,0.0
2010-06-21,-2.916635,0.0,0.0
2010-06-22,-2.803368,0.0,0.0
2010-06-23,-2.746734,0.0,0.0
2010-06-24,-2.491883,0.0,0.0
2010-06-25,-2.548516,0.0,0.0
2010-06-26,-2.803368,0.0,0.0
2010-06-27,-2.633467,0.0,0.0
2010-06-28,-3.256437,0.0,0.0
2010-06-29,-2.718417,0.0,0.0
2010-06-30,-3.256437,0.0,0.0
2010-07-01,-3.086536,0.0,0.0
2010-07-02,-3.029903,0.0,0.0
2010-07-03,-3.114853,0.0,0.0
2010-07-04,-2.888318,0.0,0.0
2010-07-05,-2.60515,0.0,0.0
2010-07-06,-2.831685,0.0,0.0
2010-07-07,-2.831685,0.0,0.0
2010-07-08,-3.171487,0.0,0.0
2010-07-09,-2.803368,0.0,0.0
2010-07-10,-2.860002,0.0,0.0
2010-07-11,-3.058219,0.0,0.0
2010-07-12,-2.944952,0.0,0.0
2010-07-13,-3.086536,0.0,0.0
2010-07-14,-3.001586,0.0,0.0
2010-07-15,-3.369705,0.0,0.0
2010-07-16,-3.284754,0.0,0.0
2010-07-17,-3.086536,0.0,0.0
2010-07-18,-3.114853,0.0,0.0
2010-07-19,-2.944952,0.0,0.0
2010-07-20,-3.058219,0.0,0.0
2010-07-21,-2.6901,0.0,0.0
2010-07-22,-3.001586,0.0,0.0
2010-07-23,-3.256437,0.0,0.0
2010-07-24,-3.114853,0.0,0.0
2010-07-25,-3.058219,0.0,0.0
2010-07-26,-2.888318,0.0,0.0
2010-07-27,-3.029903,0.0,0.0
2010-07-28,-2.944952,0.0,0.0
2010-07-29,-3.14317,0.0,0.0
2010-07-30,-3.14317,0.0,0.0
2010-07-31,-2.973269,0.0,0.0
2010-08-01,-2.831685,0.0,0.0
2010-08-02,-2.775051,0.0,0.0
2010-08-03,-2.831685,0.0,0.0
2010-08-04,-3.114853,0.0,0.0
2010-08-05,-3.058219,0.0,0.0
2010-08-06,-3.058219,0.0,0.0
2010-08-07,-3.029903,0.0,0.0
2010-08-08,-2.548516,0.0,0.0
2010-08-09,-2.435249,0.0,0.0
2010-08-10,-2.803368,0.0,0.0
2010-08-11,-2.973269,0.0,0.0
2010-08-12,-2.860002,0.0,0.0
2010-08-13,-2.973269,0.0,0.0
2010-08-14,-2.775051,0.0,0.0
2010-08-15,-3.058219,0.0,0.0
2010-08-16,-2.831685,0.0,0.0
2010-08-17,-2.944952,0.0,0.0
2010-08-18,-3.114853,0.0,0.0
2010-08-19,-2.633467,0.0,0.0
2010-08-20,-2.916635,0.0,0.0
2010-08-21,-3.086536,0.0,0.0
2010-08-22,-2.888318,0.0,0.0
2010-08-23,-3.228121,0.0,0.0
2010-08-24,-3.14317,0.0,0.0
2010-08-25,-3.398022,0.0,0.0
2010-08-26,-3.398022,0.0,0.0
2010-08-27,-3.058219,0.0,0.0
2010-08-28,-2.944952,0.0,0.0
2010-08-29,-3.001586,0.0,0.0
2010-08-30,-3.058219,0.0,0.0
2010-08-31,-2.944952,0.0,0.0
2010-09-01,-3.199804,0.0,0.0
2010-09-02,-3.256437,0.0,0.0
2010-09-03,-3.001586,0.0,0.0
2010-09-04,-3.114853,0.0,0.0
2010-09-05,-2.916635,0.0,0.0
2010-09-06,-2.973269,0.0,0.0
2010-09-07,-2.973269,0.0,0.0
2010-09-08,-2.718417,0.0,0.0
2010-09-09,-3.199804,0.0,0.0
2010-09-10,-3.228121,0.0,0.0
2010-09-11,-3.171487,0.0,0.0
2010-09-12,-2.944952,0.0,0.0
2010-09-13,-3.086536,0.0,0.0
2010-09-14,-3.001586,0.0,0.0
2010-09-15,-3.001586,0.0,0.0
2010-09-16,-2.6901,0.0,0.0
2010-09-17,-2.633467,0.0,0.0
2010-09-18,-2.576833,0.0,0.0
2010-09-19,-2.491883,0.0,0.0
2010-09-20,-2.6901,0.0,0.0
2010-09-21,-2.661784,0.0,0.0
2010-09-22,-2.860002,0.0,0.0
2010-09-23,-2.860002,0.0,0.0
2010-09-24,-2.746734,0.0,0.0
2010-09-25,-2.718417,0.0,0.0
2010-09-26,-2.831685,0.0,0.0
2010-09-27,-2.831685,0.0,0.0
2010-09-28,-2.888318,0.0,0.0
2010-09-29,-2.548516,0.0,0.0
2010-09-30,-3.199804,0.0,0.0
2010-10-01,-3.114853,0.0,0.0
2010-10-02,-2.831685,0.0,0.0
2010-10-03,-2.944952,0.0,0.0
2010-10-04,-2.775051,0.0,0.0
2010-10-05,-2.435249,0.0,0.0
2010-10-06,-2.633467,0.0,0.0
2010-10-07,-2.463566,0.0,0.0
2010-10-08,-2.718417,0.0,0.0
2010-10-09,-2.463566,0.0,0.0
2010-10-10,-2.15208,0.0,0.0
2010-10-11,-2.265348,0.0,0.0
2010-10-12,-2.406932,0.0,0.0
2010-10-13,-2.520199,0.0,0.0
2010-10-14,-2.491883,0.0,0.0
2010-10-15,-2.463566,0.0,0.0
2010-10-16,-2.491883,0.0,0.0
2010-10-17,-2.265348,0.0,0.0
2010-10-18,-2.180397,0.0,0.0
2010-10-19,-2.038813,0.0,0.0
2010-10-20,-1.925546,0.0,0.0
2010-10-21,-2.633467,0.0,0.0
2010-10-22,-2.095447,0.0,0.0
2010-10-23,-1.897229,0.0,0.0
2010-10-24,-1.500793,0.0,0.0
2010-10-25,-2.491883,0.0,0.0
2010-10-26,-2.576833,0.0,0.0
2010-10-27,-2.321981,0.0,0.0
2010-10-28,-2.293665,0.0,0.0
2010-10-29,-2.010496,0.0,0.0
2010-10-30,-2.010496,0.0,0.0
2010-10-31,-1.868912,0.0,0.0
2010-11-01,-2.010496,0.0,0.0
2010-11-02,-1.897229,0.0,0.0
2010-11-03,-1.61406,0.0,0.0
2010-11-04,-2.180397,0.0,0.0
2010-11-05,-2.265348,0.0,0.0
2010-11-06,-2.123763,0.0,0.0
2010-11-07,-1.783961,0.0,0.0
2010-11-08,-2.265348,0.0,0.0
2010-11-09,-2.237031,0.0,0.0
2010-11-10,-2.010496,0.0,0.0
2010-11-11,-2.06713,0.0,0.0
2010-11-12,-1.953862,0.0,0.0
2010-11-13,-2.010496,0.0,0.0
2010-11-14,-2.038813,0.0,0.0
2010-11-15,-2.123763,0.0,0.0
2010-11-16,-2.15208,0.0,0.0
2010-11-17,-2.237031,0.0,0.0
2010-11-18,-2.406932,0.0,0.0
2010-11-19,-2.463566,0.0,0.0
2010-11-20,-1.953862,0.0,0.0
2010-11-21,-1.557427,0.0,0.0
2010-11-22,-2.010496,0.0,0.0
2010-11-23,-1.897229,0.0,0.0
2010-11-24,-1.472476,0.0,0.0
2010-11-25,-1.415842,0.0,0.0
2010-11-26,-1.670694,0.0,0.0
2010-11-27,-1.585743,0.0,0.0
2010-11-28,-1.585743,0.0,0.0
2010-11-29,-1.812278,0.0,0.0
2010-11-30,-1.755644,0.0,0.0
2010-12-01,-1.840595,0.0,0.0
2010-12-02,-1.727328,0.0,0.0
2010-12-03,-1.585743,0.0,0.0
2010-12-04,-1.52911,0.0,0.0
2010-12-05,-1.444159,0.0,0.0
2010-12-06,-1.245941,0.0,0.0
2010-12-07,-1.07604,0.0,0.0
2010-12-08,-1.07604,0.0,0.0
2010-12-09,-1.104357,0.0,0.0
2010-12-10,-0.9627728,0.0,0.0
2010-12-11,-0.8495054,0.0,0.0
2010-12-12,-1.019406,0.0,0.0
2010-12-13,-1.104357,0.0,0.0
2010-12-14,-1.132674,0.0,0.0
2010-12-15,-0.8495054,0.0,0.0
2010-12-16,-0.2548516,0.0,0.0
2010-12-17,0.0,0.0,0.0
2010-12-18,-0.1415842,0.0,0.0
2010-12-19,0.0,0.0,0.0
2010-12-20,0.0,0.0,0.0
2010-12-21,-0.1982179,0.0,0.0
2010-12-22,0.0,0.0,0.0
2010-12-23,-0.08495054,0.0,0.0
2010-12-24,-0.1415842,0.0,0.0
2010-12-25,0.0,0.0,0.0
2010-12-26,0.0,0.0,0.0
2010-12-27,-0.02831685,0.0,0.0
2010-12-28,-0.1699011,0.0,0.0
2010-12-29,0.0,0.0,0.0
2010-12-30,-0.1982179,0.0,0.0
2010-12-31,0.0,0.0,0.0
2011-01-01,-0.1415842,0.0,0.0
2011-01-02,0.0,0.0,0.0
2011-01-03,-0.02831685,0.0,0.0
2011-01-04,-0.1699011,0.0,0.0
2011-01-05,0.0,0.0,0.0
2011-01-06,-0.2265348,0.0,0.0
2011-01-07,0.0,0.0,0.0
2011-01-08,0.0,0.0,0.0
2011-01-09,-0.1982179,0.0,0.0
2011-01-10,-0.1132674,0.0,0.0
2011-01-11,0.0,0.0,0.0
2011-01-12,0.0,0.0,0.0
2011-01-13,-0.1699011,0.0,0.0
2011-01-14,-0.1415842,0.0,0.0
2011-01-15,-0.05663369,0.0,0.0
2011-01-16,-0.1699011,0.0,0.0
2011-01-17,0.0,0.0,0.0
2011-01-18,0.0,0.0,0.0
2011-01-19,-0.1699011,0.0,0.0
2011-01-20,-0.1415842,0.0,0.0
2011-01-21,0.0,0.0,0.0
2011-01-22,-0.1699011,0.0,0.0
2011-01-23,-0.08495054,0.0,0.0
2011-01-24,-0.1415842,0.0,0.0
2011-01-25,-0.08495054,0.0,0.0
2011-01-26,-0.1132674,0.0,0.0
2011-01-27,-0.5097032,0.0,0.0
2011-01-28,-0.4247527,0.0,0.0
2011-01-29,-0.4813864,0.0,0.0
2011-01-30,-0.4530695,0.0,0.0
2011-01-31,-0.5097032,0.0,0.0
2011-02-01,-0.5097032,0.0,0.0
2011-02-02,-0.4530695,0.0,0.0
2011-02-03,-0.4247527,0.0,0.0
2011-02-04,-0.368119,0.0,0.0
2011-02-05,-0.5097032,0.0,0.0
2011-02-06,-0.368119,0.0,0.0
2011-02-07,-0.2831685,0.0,0.0
2011-02-08,-0.05663369,0.0,0.0
2011-02-09,-0.4247527,0.0,0.0
2011-02-10,-0.4813864,0.0,0.0
2011-02-11,-0.4813864,0.0,0.0
2011-02-12,-0.4247527,0.0,0.0
2011-02-13,-0.5946538,0.0,0.0
2011-02-14,-0.4247527,0.0,0.0
2011-02-15,-0.5946538,0.0,0.0
2011-02-16,-0.4813864,0.0,0.0
2011-02-17,-0.1415842,0.0,0.0
2011-02-18,0.0,0.0,0.0
2011-02-19,0.0,0.0,0.0
2011-02-20,0.0,0.0,0.0
2011-02-21,0.0,0.0,0.0
2011-02-22,0.0,0.0,0.0
2011-02-23,-0.3398022,0.0,0.0
2011-02-24,-0.3398022,0.0,0.0
2011-02-25,-0.368119,0.0,0.0
2011-02-26,-0.7645549,0.0,0.0
2011-02-27,-1.274258,0.0,0.0
2011-02-28,-0.5663369,0.0,0.0
2011-03-01,-0.3964359,0.0,0.0
2011-03-02,-0.4247527,0.0,0.0
2011-03-03,-0.3114853,0.0,0.0
2011-03-04,-0.5946538,0.0,0.0
2011-03-05,-0.3964359,0.0,0.0
2011-03-06,-0.3398022,0.0,0.0
2011-03-07,-0.368119,0.0,0.0
2011-03-08,-0.08495054,0.0,0.0
2011-03-09,0.0,0.0,0.0
2011-03-10,-0.1699011,0.0,0.0
2011-03-11,-0.08495054,0.0,0.0
2011-03-12,-0.1132674,0.0,0.0
2011-03-13,0.0,0.0,0.0
2011-03-14,0.0,0.0,0.0
2011-03-15,0.0,0.0,0.0
2011-03-16,0.0,0.0,0.0
2011-03-17,0.0,0.0,0.0
2011-03-18,0.0,0.0,0.0
2011-03-19,-0.1415842,0.0,0.0
2011-03-20,-0.05663369,0.0,0.0
2011-03-21,0.0,0.0,0.0
2011-03-22,0.0,0.0,0.0
2011-03-23,0.0,0.0,0.0
2011-03-24,0.0,0.0,0.0
2011-03-25,0.0,0.0,0.0
2011-03-26,0.0,0.0,0.0
2011-03-27,0.0,0.0,0.0
2011-03-28,0.0,0.0,0.0
2011-03-29,0.0,0.0,0.0
2011-03-30,0.0,0.0,0.0
2011-03-31,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-04-02,0.0,0.0,0.0
2011-04-03,0.0,0.0,0.0
2011-04-04,0.0,0.0,0.0
2011-04-05,0.0,0.0,0.0
2011-04-06,0.0,0.0,0.0
2011-04-07,-0.1982179,0.0,0.0
2011-04-08,0.0,0.0,0.0
2011-04-09,0.0,0.0,0.0
2011-04-10,0.0,0.0,0.0
2011-04-11,-0.1415842,0.0,0.0
2011-04-12,-0.1132674,0.0,0.0
2011-04-13,-0.1415842,0.0,0.0
2011-04-14,-0.1982179,0.0,0.0
2011-04-15,-0.3114853,0.0,0.0
2011-04-16,-0.3114853,0.0,0.0
2011-04-17,-0.4247527,0.0,0.0
2011-04-18,-0.4813864,0.0,0.0
2011-04-19,-0.1699011,0.0,0.0
2011-04-20,0.0,0.0,0.0
2011-04-21,-0.3398022,0.0,0.0
2011-04-22,-0.2831685,0.0,0.0
2011-04-23,-0.4247527,0.0,0.0
2011-04-24,-0.5946538,0.0,0.0
2011-04-25,-0.3398022,0.0,0.0
2011-04-26,-0.3114853,0.0,0.0
2011-04-27,-0.8495054,0.0,0.0
2011-04-28,-0.7079212,0.0,0.0
2011-04-29,-0.8778222,0.0,0.0
2011-04-30,-1.160991,0.0,0.0
2011-05-01,-1.387525,0.0,0.0
2011-05-02,-0.6512875,0.0,0.0
2011-05-03,-0.3114853,0.0,0.0
2011-05-04,-0.8778222,0.0,0.0
2011-05-05,-1.642377,0.0,0.0
2011-05-06,-1.61406,0.0,0.0
2011-05-07,-1.925546,0.0,0.0
2011-05-08,-1.783961,0.0,0.0
2011-05-09,-2.15208,0.0,0.0
2011-05-10,-1.415842,0.0,0.0
2011-05-11,-1.245941,0.0,0.0
2011-05-12,-1.472476,0.0,0.0
2011-05-13,-1.868912,0.0,0.0
